Entry_No.,Car_Id,Car_Name,Car_Type_Id,Car_Type,Start_Date,End_Date,City_ID,City_Name
7706,7,Porsche Macan,3,HATCHBACK,09-03-2021,26-10-2021,3,CHENNAI
7707,4,Kia Telluride,3,HATCHBACK,03-02-2021,18-07-2021,2,MUMBAI
7708,5,Mazda CX-5,1,SUV,28-01-2021,23-10-2021,1,KOLKATA
7709,8,Ram 1500,1,SUV,01-03-2021,27-07-2021,3,CHENNAI
7710,1,Chevrolet Corvette,1,SUV,03-02-2021,10-10-2021,2,MUMBAI
7711,7,Porsche Macan,3,HATCHBACK,21-06-2021,03-11-2021,2,MUMBAI
7712,5,Mazda CX-5,2,SEDAN,13-06-2021,30-09-2021,2,MUMBAI
7713,4,Kia Telluride,3,HATCHBACK,25-04-2021,30-11-2021,1,KOLKATA
7714,4,Kia Telluride,3,HATCHBACK,03-05-2021,08-08-2021,2,MUMBAI
7715,1,Chevrolet Corvette,2,SEDAN,02-01-2021,24-11-2021,4,DELHI
7716,4,Kia Telluride,1,SUV,06-01-2021,06-09-2021,2,MUMBAI
7717,2,Honda Accord,1,SUV,02-07-2021,20-09-2021,1,KOLKATA
7718,1,Chevrolet Corvette,1,SUV,05-07-2021,05-11-2021,2,MUMBAI
7719,8,Ram 1500,3,HATCHBACK,14-01-2021,01-10-2021,2,MUMBAI
7720,6,Porsche 718,3,HATCHBACK,29-03-2021,05-09-2021,4,DELHI
7721,7,Porsche Macan,3,HATCHBACK,29-06-2021,18-12-2021,3,CHENNAI
7722,2,Honda Accord,1,SUV,13-04-2021,23-07-2021,3,CHENNAI
7723,7,Porsche Macan,3,HATCHBACK,09-03-2021,24-11-2021,3,CHENNAI
7724,5,Mazda CX-5,2,SEDAN,22-05-2021,18-11-2021,2,MUMBAI
7725,7,Porsche Macan,1,SUV,25-06-2021,05-10-2021,3,CHENNAI
7726,8,Ram 1500,1,SUV,15-05-2021,13-08-2021,3,CHENNAI
7727,7,Porsche Macan,2,SEDAN,03-05-2021,13-10-2021,4,DELHI
7728,2,Honda Accord,3,HATCHBACK,01-04-2021,29-10-2021,1,KOLKATA
7729,8,Ram 1500,1,SUV,28-06-2021,15-09-2021,2,MUMBAI
7730,8,Ram 1500,2,SEDAN,05-07-2021,27-07-2021,4,DELHI
7731,2,Honda Accord,3,HATCHBACK,25-02-2021,29-09-2021,1,KOLKATA
7732,4,Kia Telluride,1,SUV,09-01-2021,03-07-2021,1,KOLKATA
7733,2,Honda Accord,1,SUV,17-02-2021,04-12-2021,3,CHENNAI
7734,6,Porsche 718,1,SUV,17-02-2021,19-08-2021,2,MUMBAI
7735,8,Ram 1500,2,SEDAN,13-06-2021,13-10-2021,1,KOLKATA
7736,4,Kia Telluride,3,HATCHBACK,06-04-2021,01-08-2021,4,DELHI
7737,5,Mazda CX-5,1,SUV,19-02-2021,02-07-2021,2,MUMBAI
7738,2,Honda Accord,2,SEDAN,23-01-2021,09-08-2021,1,KOLKATA
7739,1,Chevrolet Corvette,2,SEDAN,31-01-2021,02-09-2021,4,DELHI
7740,5,Mazda CX-5,3,HATCHBACK,03-07-2021,08-07-2021,3,CHENNAI
7741,7,Porsche Macan,3,HATCHBACK,16-02-2021,27-11-2021,2,MUMBAI
7742,3,Jeep Gladiator,1,SUV,12-01-2021,28-08-2021,2,MUMBAI
7743,7,Porsche Macan,2,SEDAN,25-04-2021,19-07-2021,4,DELHI
7744,5,Mazda CX-5,3,HATCHBACK,28-03-2021,14-09-2021,4,DELHI
7745,5,Mazda CX-5,1,SUV,14-02-2021,06-12-2021,1,KOLKATA
7746,2,Honda Accord,1,SUV,24-04-2021,16-07-2021,4,DELHI
7747,1,Chevrolet Corvette,3,HATCHBACK,08-07-2021,24-09-2021,4,DELHI
7748,5,Mazda CX-5,3,HATCHBACK,30-05-2021,06-09-2021,4,DELHI
7749,5,Mazda CX-5,2,SEDAN,11-07-2021,07-08-2021,4,DELHI
7750,8,Ram 1500,2,SEDAN,26-05-2021,22-09-2021,3,CHENNAI
7751,7,Porsche Macan,2,SEDAN,25-06-2021,13-10-2021,1,KOLKATA
7752,6,Porsche 718,1,SUV,27-03-2021,21-11-2021,2,MUMBAI
7753,3,Jeep Gladiator,1,SUV,16-03-2021,15-11-2021,2,MUMBAI
7754,5,Mazda CX-5,2,SEDAN,27-04-2021,03-09-2021,2,MUMBAI
7755,4,Kia Telluride,2,SEDAN,11-03-2021,13-10-2021,1,KOLKATA
7756,5,Mazda CX-5,1,SUV,09-02-2021,21-09-2021,2,MUMBAI
7757,5,Mazda CX-5,2,SEDAN,28-06-2021,09-12-2021,3,CHENNAI
7758,7,Porsche Macan,2,SEDAN,01-03-2021,31-07-2021,3,CHENNAI
7759,1,Chevrolet Corvette,1,SUV,24-04-2021,23-09-2021,4,DELHI
7760,7,Porsche Macan,1,SUV,03-02-2021,09-09-2021,3,CHENNAI
7761,8,Ram 1500,1,SUV,07-01-2021,23-10-2021,1,KOLKATA
7762,7,Porsche Macan,1,SUV,10-05-2021,10-10-2021,2,MUMBAI
7763,6,Porsche 718,1,SUV,13-07-2021,18-09-2021,3,CHENNAI
7764,5,Mazda CX-5,1,SUV,13-04-2021,18-11-2021,3,CHENNAI
7765,5,Mazda CX-5,3,HATCHBACK,11-01-2021,14-09-2021,2,MUMBAI
7766,6,Porsche 718,1,SUV,16-04-2021,30-10-2021,4,DELHI
7767,8,Ram 1500,1,SUV,24-06-2021,18-07-2021,1,KOLKATA
7768,3,Jeep Gladiator,3,HATCHBACK,21-06-2021,04-09-2021,3,CHENNAI
7769,3,Jeep Gladiator,1,SUV,04-01-2021,31-10-2021,1,KOLKATA
7770,7,Porsche Macan,1,SUV,25-02-2021,18-10-2021,1,KOLKATA
7771,6,Porsche 718,1,SUV,04-06-2021,18-09-2021,2,MUMBAI
7772,5,Mazda CX-5,2,SEDAN,12-05-2021,05-09-2021,4,DELHI
7773,6,Porsche 718,3,HATCHBACK,21-04-2021,22-08-2021,2,MUMBAI
7774,7,Porsche Macan,2,SEDAN,07-02-2021,27-11-2021,2,MUMBAI
7775,4,Kia Telluride,3,HATCHBACK,20-04-2021,27-11-2021,1,KOLKATA
7776,4,Kia Telluride,3,HATCHBACK,08-01-2021,08-09-2021,3,CHENNAI
7777,7,Porsche Macan,3,HATCHBACK,06-06-2021,15-10-2021,2,MUMBAI
7778,8,Ram 1500,2,SEDAN,16-01-2021,08-07-2021,4,DELHI
7779,4,Kia Telluride,2,SEDAN,10-03-2021,09-10-2021,1,KOLKATA
7780,4,Kia Telluride,1,SUV,28-05-2021,25-07-2021,4,DELHI
7781,4,Kia Telluride,1,SUV,07-07-2021,02-07-2021,2,MUMBAI
7782,3,Jeep Gladiator,2,SEDAN,04-01-2021,13-07-2021,4,DELHI
7783,5,Mazda CX-5,3,HATCHBACK,11-01-2021,09-09-2021,3,CHENNAI
7784,8,Ram 1500,2,SEDAN,25-01-2021,04-10-2021,2,MUMBAI
7785,3,Jeep Gladiator,3,HATCHBACK,08-03-2021,22-08-2021,4,DELHI
7786,7,Porsche Macan,1,SUV,04-03-2021,16-11-2021,4,DELHI
7787,2,Honda Accord,3,HATCHBACK,03-07-2021,13-11-2021,4,DELHI
7788,6,Porsche 718,2,SEDAN,22-06-2021,01-08-2021,2,MUMBAI
7789,6,Porsche 718,1,SUV,22-02-2021,27-09-2021,3,CHENNAI
7790,6,Porsche 718,1,SUV,29-01-2021,27-08-2021,1,KOLKATA
7791,5,Mazda CX-5,3,HATCHBACK,20-04-2021,28-09-2021,2,MUMBAI
7792,4,Kia Telluride,3,HATCHBACK,15-02-2021,25-11-2021,4,DELHI
7793,6,Porsche 718,1,SUV,18-04-2021,02-09-2021,3,CHENNAI
7794,4,Kia Telluride,3,HATCHBACK,16-03-2021,21-11-2021,1,KOLKATA
7795,4,Kia Telluride,1,SUV,21-04-2021,08-10-2021,1,KOLKATA
7796,5,Mazda CX-5,3,HATCHBACK,22-02-2021,05-08-2021,2,MUMBAI
7797,7,Porsche Macan,3,HATCHBACK,08-06-2021,25-09-2021,4,DELHI
7798,2,Honda Accord,3,HATCHBACK,28-01-2021,24-10-2021,3,CHENNAI
7799,1,Chevrolet Corvette,2,SEDAN,19-03-2021,09-08-2021,4,DELHI
7800,4,Kia Telluride,3,HATCHBACK,08-03-2021,11-09-2021,4,DELHI
7801,8,Ram 1500,2,SEDAN,02-04-2021,09-09-2021,3,CHENNAI
7802,7,Porsche Macan,2,SEDAN,03-06-2021,09-08-2021,3,CHENNAI
7803,8,Ram 1500,3,HATCHBACK,21-05-2021,13-07-2021,2,MUMBAI
7804,7,Porsche Macan,1,SUV,22-02-2021,14-12-2021,4,DELHI
7805,2,Honda Accord,2,SEDAN,10-05-2021,04-12-2021,2,MUMBAI
7806,5,Mazda CX-5,3,HATCHBACK,17-06-2021,03-08-2021,1,KOLKATA
7807,1,Chevrolet Corvette,2,SEDAN,29-06-2021,18-08-2021,4,DELHI
7808,4,Kia Telluride,1,SUV,01-07-2021,03-11-2021,4,DELHI
7809,2,Honda Accord,2,SEDAN,10-03-2021,01-07-2021,4,DELHI
7810,8,Ram 1500,2,SEDAN,02-06-2021,04-12-2021,3,CHENNAI
7811,6,Porsche 718,1,SUV,06-05-2021,12-10-2021,1,KOLKATA
7812,1,Chevrolet Corvette,2,SEDAN,29-05-2021,06-07-2021,1,KOLKATA
7813,8,Ram 1500,3,HATCHBACK,25-05-2021,31-08-2021,4,DELHI
7814,8,Ram 1500,3,HATCHBACK,22-06-2021,03-07-2021,2,MUMBAI
7815,3,Jeep Gladiator,2,SEDAN,04-05-2021,19-08-2021,1,KOLKATA
7816,3,Jeep Gladiator,3,HATCHBACK,02-01-2021,18-11-2021,4,DELHI
7817,7,Porsche Macan,2,SEDAN,05-04-2021,27-10-2021,4,DELHI
7818,8,Ram 1500,2,SEDAN,04-06-2021,15-07-2021,1,KOLKATA
7819,7,Porsche Macan,2,SEDAN,21-06-2021,14-12-2021,2,MUMBAI
7820,4,Kia Telluride,1,SUV,04-07-2021,11-08-2021,4,DELHI
7821,8,Ram 1500,3,HATCHBACK,07-02-2021,17-07-2021,3,CHENNAI
7822,6,Porsche 718,1,SUV,17-01-2021,26-09-2021,2,MUMBAI
7823,7,Porsche Macan,3,HATCHBACK,16-04-2021,07-08-2021,1,KOLKATA
7824,7,Porsche Macan,1,SUV,16-03-2021,10-10-2021,2,MUMBAI
7825,5,Mazda CX-5,2,SEDAN,12-05-2021,12-11-2021,2,MUMBAI
7826,4,Kia Telluride,3,HATCHBACK,24-02-2021,13-07-2021,1,KOLKATA
7827,3,Jeep Gladiator,3,HATCHBACK,04-06-2021,17-11-2021,4,DELHI
7828,8,Ram 1500,2,SEDAN,03-07-2021,12-07-2021,3,CHENNAI
7829,2,Honda Accord,2,SEDAN,20-05-2021,06-12-2021,2,MUMBAI
7830,4,Kia Telluride,3,HATCHBACK,16-01-2021,12-10-2021,2,MUMBAI
7831,3,Jeep Gladiator,3,HATCHBACK,15-01-2021,26-10-2021,3,CHENNAI
7832,8,Ram 1500,3,HATCHBACK,14-05-2021,01-12-2021,4,DELHI
7833,5,Mazda CX-5,3,HATCHBACK,27-01-2021,10-12-2021,1,KOLKATA
7834,5,Mazda CX-5,2,SEDAN,02-02-2021,24-08-2021,1,KOLKATA
7835,7,Porsche Macan,3,HATCHBACK,19-01-2021,16-12-2021,4,DELHI
7836,5,Mazda CX-5,3,HATCHBACK,10-03-2021,07-12-2021,4,DELHI
7837,7,Porsche Macan,2,SEDAN,22-03-2021,09-08-2021,3,CHENNAI
7838,3,Jeep Gladiator,2,SEDAN,24-04-2021,27-08-2021,4,DELHI
7839,7,Porsche Macan,2,SEDAN,16-05-2021,19-07-2021,1,KOLKATA
7840,5,Mazda CX-5,2,SEDAN,31-05-2021,27-07-2021,1,KOLKATA
7841,4,Kia Telluride,2,SEDAN,09-03-2021,11-10-2021,1,KOLKATA
7842,8,Ram 1500,3,HATCHBACK,11-04-2021,23-11-2021,3,CHENNAI
7843,4,Kia Telluride,1,SUV,08-03-2021,30-08-2021,2,MUMBAI
7844,1,Chevrolet Corvette,1,SUV,13-05-2021,06-09-2021,2,MUMBAI
7845,8,Ram 1500,2,SEDAN,07-02-2021,15-07-2021,2,MUMBAI
7846,8,Ram 1500,2,SEDAN,03-05-2021,05-09-2021,4,DELHI
7847,3,Jeep Gladiator,1,SUV,13-04-2021,27-08-2021,3,CHENNAI
7848,1,Chevrolet Corvette,3,HATCHBACK,13-02-2021,15-12-2021,1,KOLKATA
7849,1,Chevrolet Corvette,2,SEDAN,16-07-2021,03-10-2021,3,CHENNAI
7850,1,Chevrolet Corvette,2,SEDAN,04-03-2021,21-11-2021,1,KOLKATA
7851,5,Mazda CX-5,1,SUV,19-04-2021,17-07-2021,1,KOLKATA
7852,8,Ram 1500,3,HATCHBACK,02-04-2021,07-07-2021,1,KOLKATA
7853,4,Kia Telluride,3,HATCHBACK,13-04-2021,07-08-2021,4,DELHI
7854,4,Kia Telluride,1,SUV,14-03-2021,01-10-2021,2,MUMBAI
7855,3,Jeep Gladiator,2,SEDAN,02-01-2021,10-08-2021,1,KOLKATA
7856,5,Mazda CX-5,2,SEDAN,31-05-2021,05-10-2021,2,MUMBAI
7857,3,Jeep Gladiator,2,SEDAN,25-01-2021,01-08-2021,1,KOLKATA
7858,4,Kia Telluride,2,SEDAN,26-04-2021,06-09-2021,3,CHENNAI
7859,1,Chevrolet Corvette,2,SEDAN,13-04-2021,14-10-2021,2,MUMBAI
7860,8,Ram 1500,3,HATCHBACK,15-06-2021,16-09-2021,4,DELHI
7861,2,Honda Accord,1,SUV,02-03-2021,16-12-2021,4,DELHI
7862,2,Honda Accord,2,SEDAN,21-06-2021,28-09-2021,3,CHENNAI
7863,3,Jeep Gladiator,2,SEDAN,18-05-2021,05-08-2021,3,CHENNAI
7864,8,Ram 1500,1,SUV,01-06-2021,19-07-2021,1,KOLKATA
7865,2,Honda Accord,1,SUV,02-03-2021,08-09-2021,2,MUMBAI
7866,6,Porsche 718,3,HATCHBACK,10-04-2021,19-11-2021,3,CHENNAI
7867,6,Porsche 718,2,SEDAN,29-01-2021,25-07-2021,1,KOLKATA
7868,8,Ram 1500,2,SEDAN,07-07-2021,29-07-2021,2,MUMBAI
7869,1,Chevrolet Corvette,3,HATCHBACK,16-02-2021,02-10-2021,3,CHENNAI
7870,5,Mazda CX-5,2,SEDAN,07-01-2021,16-10-2021,3,CHENNAI
7871,1,Chevrolet Corvette,2,SEDAN,21-01-2021,02-12-2021,1,KOLKATA
7872,3,Jeep Gladiator,1,SUV,23-03-2021,18-07-2021,3,CHENNAI
7873,7,Porsche Macan,1,SUV,04-02-2021,23-07-2021,4,DELHI
7874,3,Jeep Gladiator,3,HATCHBACK,14-05-2021,10-11-2021,4,DELHI
7875,5,Mazda CX-5,2,SEDAN,01-06-2021,10-11-2021,3,CHENNAI
7876,8,Ram 1500,2,SEDAN,03-05-2021,08-12-2021,4,DELHI
7877,6,Porsche 718,1,SUV,05-06-2021,02-07-2021,2,MUMBAI
7878,3,Jeep Gladiator,3,HATCHBACK,04-01-2021,21-11-2021,1,KOLKATA
7879,3,Jeep Gladiator,2,SEDAN,04-07-2021,30-09-2021,4,DELHI
7880,8,Ram 1500,2,SEDAN,16-04-2021,12-11-2021,3,CHENNAI
7881,7,Porsche Macan,2,SEDAN,18-06-2021,19-09-2021,4,DELHI
7882,6,Porsche 718,1,SUV,03-05-2021,31-08-2021,1,KOLKATA
7883,1,Chevrolet Corvette,2,SEDAN,06-07-2021,24-07-2021,3,CHENNAI
7884,4,Kia Telluride,1,SUV,21-06-2021,12-10-2021,1,KOLKATA
7885,4,Kia Telluride,1,SUV,16-01-2021,31-08-2021,2,MUMBAI
7886,6,Porsche 718,2,SEDAN,21-03-2021,12-12-2021,3,CHENNAI
7887,1,Chevrolet Corvette,3,HATCHBACK,12-03-2021,20-07-2021,1,KOLKATA
7888,8,Ram 1500,1,SUV,18-07-2021,30-09-2021,3,CHENNAI
7889,1,Chevrolet Corvette,2,SEDAN,10-05-2021,27-10-2021,3,CHENNAI
7890,2,Honda Accord,2,SEDAN,20-03-2021,13-11-2021,1,KOLKATA
7891,6,Porsche 718,3,HATCHBACK,28-06-2021,17-07-2021,4,DELHI
7892,5,Mazda CX-5,1,SUV,09-07-2021,15-08-2021,2,MUMBAI
7893,3,Jeep Gladiator,3,HATCHBACK,25-05-2021,23-09-2021,2,MUMBAI
7894,3,Jeep Gladiator,1,SUV,18-05-2021,21-08-2021,1,KOLKATA
7895,4,Kia Telluride,2,SEDAN,28-02-2021,25-07-2021,2,MUMBAI
7896,3,Jeep Gladiator,2,SEDAN,25-05-2021,27-08-2021,2,MUMBAI
7897,6,Porsche 718,1,SUV,15-02-2021,10-08-2021,2,MUMBAI
7898,2,Honda Accord,2,SEDAN,04-02-2021,21-11-2021,2,MUMBAI
7899,8,Ram 1500,3,HATCHBACK,31-01-2021,25-11-2021,3,CHENNAI
7900,1,Chevrolet Corvette,3,HATCHBACK,19-03-2021,18-11-2021,3,CHENNAI
7901,7,Porsche Macan,2,SEDAN,17-03-2021,12-08-2021,2,MUMBAI
7902,1,Chevrolet Corvette,3,HATCHBACK,28-05-2021,13-12-2021,2,MUMBAI
7903,5,Mazda CX-5,2,SEDAN,20-06-2021,13-10-2021,1,KOLKATA
7904,8,Ram 1500,2,SEDAN,24-05-2021,29-09-2021,3,CHENNAI
7905,2,Honda Accord,2,SEDAN,02-07-2021,15-07-2021,1,KOLKATA
7906,8,Ram 1500,1,SUV,16-06-2021,17-09-2021,1,KOLKATA
7907,3,Jeep Gladiator,1,SUV,25-05-2021,20-09-2021,1,KOLKATA
7908,6,Porsche 718,2,SEDAN,03-01-2021,22-10-2021,3,CHENNAI
7909,6,Porsche 718,3,HATCHBACK,30-04-2021,27-11-2021,1,KOLKATA
7910,4,Kia Telluride,2,SEDAN,28-03-2021,11-07-2021,1,KOLKATA
7911,3,Jeep Gladiator,3,HATCHBACK,21-05-2021,12-11-2021,4,DELHI
7912,1,Chevrolet Corvette,1,SUV,09-03-2021,30-11-2021,1,KOLKATA
7913,5,Mazda CX-5,1,SUV,03-07-2021,09-09-2021,1,KOLKATA
7914,1,Chevrolet Corvette,1,SUV,24-06-2021,29-11-2021,3,CHENNAI
7915,8,Ram 1500,1,SUV,18-05-2021,08-12-2021,4,DELHI
7916,6,Porsche 718,2,SEDAN,11-04-2021,10-12-2021,2,MUMBAI
7917,1,Chevrolet Corvette,1,SUV,28-04-2021,17-08-2021,2,MUMBAI
7918,2,Honda Accord,1,SUV,09-06-2021,18-08-2021,1,KOLKATA
7919,5,Mazda CX-5,3,HATCHBACK,08-03-2021,09-11-2021,1,KOLKATA
7920,1,Chevrolet Corvette,2,SEDAN,05-07-2021,20-07-2021,2,MUMBAI
7921,5,Mazda CX-5,3,HATCHBACK,17-02-2021,12-07-2021,4,DELHI
7922,5,Mazda CX-5,1,SUV,14-06-2021,11-11-2021,3,CHENNAI
7923,4,Kia Telluride,1,SUV,13-03-2021,01-07-2021,3,CHENNAI
7924,6,Porsche 718,1,SUV,30-05-2021,17-08-2021,2,MUMBAI
7925,3,Jeep Gladiator,3,HATCHBACK,22-04-2021,11-08-2021,1,KOLKATA
7926,7,Porsche Macan,3,HATCHBACK,09-05-2021,25-11-2021,4,DELHI
7927,8,Ram 1500,2,SEDAN,07-04-2021,19-11-2021,2,MUMBAI
7928,4,Kia Telluride,1,SUV,17-05-2021,02-09-2021,1,KOLKATA
7929,4,Kia Telluride,1,SUV,09-06-2021,08-11-2021,2,MUMBAI
7930,4,Kia Telluride,1,SUV,17-03-2021,07-09-2021,2,MUMBAI
7931,1,Chevrolet Corvette,2,SEDAN,04-01-2021,15-08-2021,1,KOLKATA
7932,1,Chevrolet Corvette,1,SUV,02-02-2021,10-07-2021,3,CHENNAI
7933,7,Porsche Macan,1,SUV,03-03-2021,17-08-2021,3,CHENNAI
7934,1,Chevrolet Corvette,3,HATCHBACK,13-04-2021,28-11-2021,3,CHENNAI
7935,7,Porsche Macan,3,HATCHBACK,10-01-2021,07-07-2021,1,KOLKATA
7936,3,Jeep Gladiator,3,HATCHBACK,02-04-2021,12-10-2021,3,CHENNAI
7937,4,Kia Telluride,2,SEDAN,10-04-2021,06-11-2021,3,CHENNAI
7938,2,Honda Accord,3,HATCHBACK,01-02-2021,26-11-2021,4,DELHI
7939,2,Honda Accord,3,HATCHBACK,17-03-2021,12-07-2021,1,KOLKATA
7940,6,Porsche 718,3,HATCHBACK,15-03-2021,27-07-2021,1,KOLKATA
7941,1,Chevrolet Corvette,3,HATCHBACK,06-02-2021,12-11-2021,2,MUMBAI
7942,6,Porsche 718,1,SUV,24-03-2021,07-10-2021,2,MUMBAI
7943,8,Ram 1500,2,SEDAN,20-02-2021,29-07-2021,3,CHENNAI
7944,2,Honda Accord,3,HATCHBACK,23-06-2021,20-11-2021,3,CHENNAI
7945,7,Porsche Macan,3,HATCHBACK,24-05-2021,30-08-2021,3,CHENNAI
7946,5,Mazda CX-5,1,SUV,25-02-2021,24-08-2021,3,CHENNAI
7947,8,Ram 1500,1,SUV,28-01-2021,30-09-2021,4,DELHI
7948,8,Ram 1500,3,HATCHBACK,26-01-2021,16-08-2021,3,CHENNAI
7949,2,Honda Accord,1,SUV,15-07-2021,08-11-2021,2,MUMBAI
7950,3,Jeep Gladiator,2,SEDAN,24-01-2021,21-09-2021,3,CHENNAI
7951,3,Jeep Gladiator,3,HATCHBACK,15-06-2021,08-12-2021,1,KOLKATA
7952,5,Mazda CX-5,2,SEDAN,14-04-2021,18-12-2021,4,DELHI
7953,4,Kia Telluride,2,SEDAN,09-06-2021,15-11-2021,2,MUMBAI
7954,8,Ram 1500,2,SEDAN,04-07-2021,11-07-2021,3,CHENNAI
7955,7,Porsche Macan,3,HATCHBACK,06-02-2021,15-12-2021,3,CHENNAI
7956,2,Honda Accord,1,SUV,10-03-2021,31-10-2021,3,CHENNAI
7957,4,Kia Telluride,2,SEDAN,26-04-2021,16-10-2021,4,DELHI
7958,5,Mazda CX-5,2,SEDAN,16-05-2021,05-08-2021,4,DELHI
7959,3,Jeep Gladiator,1,SUV,19-04-2021,26-11-2021,1,KOLKATA
7960,6,Porsche 718,3,HATCHBACK,09-03-2021,29-10-2021,1,KOLKATA
7961,4,Kia Telluride,1,SUV,26-06-2021,27-09-2021,4,DELHI
7962,2,Honda Accord,3,HATCHBACK,15-05-2021,03-11-2021,4,DELHI
7963,6,Porsche 718,1,SUV,28-06-2021,08-10-2021,4,DELHI
7964,3,Jeep Gladiator,2,SEDAN,09-07-2021,16-11-2021,1,KOLKATA
7965,6,Porsche 718,3,HATCHBACK,28-05-2021,27-10-2021,2,MUMBAI
7966,7,Porsche Macan,1,SUV,14-03-2021,02-07-2021,4,DELHI
7967,4,Kia Telluride,1,SUV,20-01-2021,01-12-2021,2,MUMBAI
7968,8,Ram 1500,3,HATCHBACK,17-04-2021,03-09-2021,3,CHENNAI
7969,2,Honda Accord,1,SUV,17-05-2021,29-11-2021,2,MUMBAI
7970,7,Porsche Macan,3,HATCHBACK,23-04-2021,14-08-2021,3,CHENNAI
7971,5,Mazda CX-5,1,SUV,14-06-2021,17-11-2021,4,DELHI
7972,7,Porsche Macan,2,SEDAN,02-01-2021,14-11-2021,2,MUMBAI
7973,5,Mazda CX-5,2,SEDAN,18-03-2021,12-07-2021,1,KOLKATA
7974,2,Honda Accord,2,SEDAN,15-03-2021,21-11-2021,4,DELHI
7975,7,Porsche Macan,2,SEDAN,14-03-2021,23-10-2021,2,MUMBAI
7976,1,Chevrolet Corvette,1,SUV,27-02-2021,25-11-2021,4,DELHI
7977,6,Porsche 718,2,SEDAN,03-03-2021,12-10-2021,2,MUMBAI
7978,5,Mazda CX-5,2,SEDAN,16-01-2021,22-11-2021,2,MUMBAI
7979,8,Ram 1500,3,HATCHBACK,30-03-2021,17-12-2021,3,CHENNAI
7980,5,Mazda CX-5,2,SEDAN,12-04-2021,16-11-2021,4,DELHI
7981,8,Ram 1500,3,HATCHBACK,03-06-2021,15-10-2021,1,KOLKATA
7982,8,Ram 1500,1,SUV,03-07-2021,24-09-2021,2,MUMBAI
7983,6,Porsche 718,1,SUV,17-02-2021,01-10-2021,3,CHENNAI
7984,5,Mazda CX-5,2,SEDAN,02-01-2021,19-09-2021,4,DELHI
7985,2,Honda Accord,3,HATCHBACK,25-04-2021,28-10-2021,1,KOLKATA
7986,5,Mazda CX-5,1,SUV,30-01-2021,17-12-2021,2,MUMBAI
7987,8,Ram 1500,2,SEDAN,19-04-2021,18-12-2021,4,DELHI
7988,8,Ram 1500,3,HATCHBACK,16-06-2021,24-09-2021,2,MUMBAI
7989,2,Honda Accord,1,SUV,21-04-2021,10-08-2021,4,DELHI
7990,5,Mazda CX-5,3,HATCHBACK,15-04-2021,11-09-2021,1,KOLKATA
7991,7,Porsche Macan,1,SUV,04-01-2021,12-10-2021,4,DELHI
7992,6,Porsche 718,2,SEDAN,05-05-2021,31-07-2021,3,CHENNAI
7993,3,Jeep Gladiator,2,SEDAN,11-04-2021,24-10-2021,4,DELHI
7994,6,Porsche 718,2,SEDAN,28-03-2021,22-10-2021,4,DELHI
7995,2,Honda Accord,2,SEDAN,16-04-2021,10-07-2021,3,CHENNAI
7996,8,Ram 1500,2,SEDAN,10-03-2021,08-12-2021,4,DELHI
7997,8,Ram 1500,2,SEDAN,23-04-2021,08-10-2021,1,KOLKATA
7998,8,Ram 1500,1,SUV,23-06-2021,11-07-2021,2,MUMBAI
7999,7,Porsche Macan,1,SUV,15-07-2021,05-10-2021,2,MUMBAI
8000,8,Ram 1500,2,SEDAN,03-05-2021,08-08-2021,1,KOLKATA
8001,2,Honda Accord,1,SUV,01-01-2021,30-11-2021,4,DELHI
8002,7,Porsche Macan,1,SUV,19-02-2021,15-10-2021,1,KOLKATA
8003,5,Mazda CX-5,3,HATCHBACK,14-06-2021,05-09-2021,1,KOLKATA
8004,7,Porsche Macan,2,SEDAN,15-03-2021,16-12-2021,4,DELHI
8005,6,Porsche 718,1,SUV,01-01-2021,22-07-2021,3,CHENNAI
8006,7,Porsche Macan,3,HATCHBACK,20-01-2021,02-10-2021,1,KOLKATA
8007,7,Porsche Macan,1,SUV,08-05-2021,07-10-2021,2,MUMBAI
8008,2,Honda Accord,3,HATCHBACK,01-04-2021,07-12-2021,4,DELHI
8009,1,Chevrolet Corvette,1,SUV,27-03-2021,30-10-2021,3,CHENNAI
8010,5,Mazda CX-5,2,SEDAN,05-05-2021,09-11-2021,1,KOLKATA
8011,5,Mazda CX-5,1,SUV,16-05-2021,09-11-2021,4,DELHI
8012,5,Mazda CX-5,2,SEDAN,01-07-2021,05-12-2021,4,DELHI
8013,1,Chevrolet Corvette,2,SEDAN,08-02-2021,16-12-2021,3,CHENNAI
8014,6,Porsche 718,3,HATCHBACK,30-04-2021,23-10-2021,1,KOLKATA
8015,2,Honda Accord,2,SEDAN,07-05-2021,09-11-2021,3,CHENNAI
8016,6,Porsche 718,3,HATCHBACK,12-04-2021,24-07-2021,3,CHENNAI
8017,1,Chevrolet Corvette,2,SEDAN,10-02-2021,10-07-2021,1,KOLKATA
8018,4,Kia Telluride,3,HATCHBACK,12-07-2021,16-07-2021,1,KOLKATA
8019,3,Jeep Gladiator,1,SUV,09-03-2021,25-11-2021,2,MUMBAI
8020,2,Honda Accord,2,SEDAN,22-02-2021,04-10-2021,2,MUMBAI
8021,1,Chevrolet Corvette,3,HATCHBACK,07-02-2021,16-12-2021,2,MUMBAI
8022,7,Porsche Macan,1,SUV,29-04-2021,29-08-2021,1,KOLKATA
8023,2,Honda Accord,1,SUV,13-05-2021,19-08-2021,3,CHENNAI
